gene_claim_name	gene_concept_id	gene_name	interaction_source_db_name	interaction_source_db_version	interaction_type	interaction_score	drug_claim_name	drug_concept_id	drug_name	approved	immunotherapy	anti_neoplastic
FPR2	hgnc:3827	FPR2	DTC	5-Jun-23	NULL	14.74501347	AG-22	chembl:CHEMBL1290365	CHEMBL:CHEMBL1290365	FALSE	FALSE	FALSE
VDR	hgnc:12679	VDR	DTC	5-Jun-23	NULL	0.011383913	ESTRAMUSTINE	rxcui:4089	ESTRAMUSTINE	TRUE	FALSE	FALSE
TARDBP	hgnc:11571	TARDBP	DTC	5-Jun-23	NULL	0.526607624	PHENETHYL PHENYLCARBAMATE	chembl:CHEMBL2135268	PHENETHYL PHENYLCARBAMATE	FALSE	FALSE	FALSE
ABCC4	hgnc:55	ABCC4	DTC	5-Jun-23	NULL	0.983000898	CEFUROXIME	rxcui:20493	CEFUROXIME AXETIL	TRUE	FALSE	FALSE
TOP 1.00	hgnc:11986	TOP 1.00	DTC	5-Jun-23	NULL	1.00820605	OLIVOMYCIN I	chembl:CHEMBL576383	OLIVOMYCIN I	FALSE	FALSE	FALSE
OPRM1	hgnc:8156	OPRM1	DTC	5-Jun-23	NULL	1.053215248	CLOCINNAMOX	chembl:CHEMBL386492	CLOCINNAMOX	FALSE	FALSE	FALSE
TOP 1.00	hgnc:11986	TOP 1.00	DTC	5-Jun-23	NULL	1.00820605	"(20S,21S)-7-CYCLOHEXYLFLUOROCAMPTOTHECIN"	chembl:CHEMBL2435339	"(20S,21S)-7-CYCLOHEXYLFLUOROCAMPTOTHECIN"	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.01669877	HYDROXYZINE	rxcui:5553	HYDROXYZINE	TRUE	FALSE	FALSE
SMN1	hgnc:11117	SMN1	DTC	5-Jun-23	NULL	0.04964651	CID2350207	chembl:CHEMBL259615	CHEMBL:CHEMBL259615	FALSE	FALSE	FALSE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.014160877	DIFENOCONAZOLE	chembl:CHEMBL466426	DIFENOCONAZOLE	FALSE	FALSE	FALSE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.097649096	BD-1008	chembl:CHEMBL20377	CHEMBL:CHEMBL20377	FALSE	FALSE	FALSE
HDAC5	hgnc:14068	HDAC5	DTC	5-Jun-23	NULL	0.273055805	SCRIPTAID	drugbank:DB17053	SCRIPTAID	FALSE	FALSE	FALSE
HDAC9	hgnc:14065	HDAC9	DTC	5-Jun-23	NULL	0.218444644	SCRIPTAID	drugbank:DB17053	SCRIPTAID	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.011537569	PROCHLORPERAZINE	rxcui:8704	PROCHLORPERAZINE	TRUE	FALSE	FALSE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.033511394	GNF-PF-186	chembl:CHEMBL601140	CHEMBL:CHEMBL601140	FALSE	FALSE	FALSE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.005057456	RO-137410	drugbank:DB02877	AROTINOID ACID	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.027690166	SPERMIDINE	rxcui:1483262	SPERMIDINE	FALSE	FALSE	FALSE
CYP2C19	hgnc:2621	CYP2C19	DTC	5-Jun-23	NULL	0.04165258	DIFLUFENICAN	chembl:CHEMBL1425995	DIFLUFENICAN	FALSE	FALSE	FALSE
KCNH2	hgnc:6251	KCNH2	DTC	5-Jun-23	NULL	0.018670482	PHENTOLAMINE MESYLATE	rxcui:227240	PHENTOLAMINE MESYLATE	TRUE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.030718778	TCMDC-123641	chembl:CHEMBL532849	CHEMBL:CHEMBL532849	FALSE	FALSE	FALSE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.008377849	PHENOTHIAZINE	ncit:C740	PHENOTHIAZINE	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.009542154	DICYCLOMINE	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE
POLH	hgnc:9181	POLH	DTC	5-Jun-23	NULL	0.016328919	GNF-PF-1919	iuphar.ligand:8482	DECYNIUM 22	FALSE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.005735128	NSC-71033	chembl:CHEMBL116548	CHEMBL:CHEMBL116548	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.025172878	FLUVOXAMINE	rxcui:42355	FLUVOXAMINE	TRUE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.01977869	DILTIAZEM	rxcui:203211	DILTIAZEM HYDROCHLORIDE	TRUE	FALSE	FALSE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.011800731	STANOLONE	ncit:C72098	STANOLONE	FALSE	FALSE	FALSE
VDR	hgnc:12679	VDR	DTC	5-Jun-23	NULL	0.009632542	PYRROLIDINE DITHIOCARBAMATE	chembl:CHEMBL399491	PYRROLIDINE DITHIOCARBAMATE	FALSE	FALSE	FALSE
AR	hgnc:644	AR	DTC	5-Jun-23	NULL	0.034211168	TIBOLONE	rxcui:38260	TIBOLONE	FALSE	FALSE	FALSE
THRB	hgnc:11799	THRB	DTC	5-Jun-23	NULL	0.033097673	TRIAMTERENE	rxcui:10763	TRIAMTERENE	TRUE	FALSE	FALSE
YES1	hgnc:12841	YES1	DTC	5-Jun-23	NULL	0.283557951	SB-390527	chembl:CHEMBL160937	CHEMBL:CHEMBL160937	FALSE	FALSE	FALSE
POLK	hgnc:9183	POLK	DTC	5-Jun-23	NULL	0.03766287	NSC-36398	chembl:CHEMBL483206	CHEMBL:CHEMBL483206	FALSE	FALSE	FALSE
JUN	hgnc:6204	JUN	DTC	5-Jun-23	NULL	2.564350169	IRISOLIDONE	chembl:CHEMBL265945	IRISOLIDONE	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.011132513	NELFINAVIR MESYLATE	rxcui:266565	NELFINAVIR MESYLATE	TRUE	FALSE	FALSE
CYP2C19	hgnc:2621	CYP2C19	DTC	5-Jun-23	NULL	0.024991548	A-315456	chembl:CHEMBL362863	CHEMBL:CHEMBL362863	FALSE	FALSE	FALSE
OPRK1	hgnc:8154	OPRK1	DTC	5-Jun-23	NULL	0.138450831	DNDI1318925	chembl:CHEMBL1390716	CHEMBL:CHEMBL1390716	FALSE	FALSE	FALSE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.007867154	THONZONIUM BROMIDE	rxcui:221171	THONZONIUM BROMIDE	TRUE	FALSE	FALSE
HSD17B10	hgnc:4800	HSD17B10	DTC	5-Jun-23	NULL	0.014280885	"2-(3,4-METHYLENEDIOXYPHENYL)BENZOTHIAZOLE"	chembl:CHEMBL201325	CHEMBL:CHEMBL201325	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.033397539	GNF-PF-265	chembl:CHEMBL602418	CHEMBL:CHEMBL602418	FALSE	FALSE	FALSE
RAD54L	hgnc:9826	RAD54L	DTC	5-Jun-23	NULL	1.179601078	SJ000174085	chembl:CHEMBL592842	CHEMBL:CHEMBL592842	FALSE	FALSE	FALSE
KDM4A	hgnc:22978	KDM4A	DTC	5-Jun-23	NULL	0.005814853	NOREPINEPHRINE	rxcui:7512	NOREPINEPHRINE	TRUE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.014843351	NIACIN	rxcui:7393	NIACIN	TRUE	FALSE	FALSE
ATAD5	hgnc:25752	ATAD5	DTC	5-Jun-23	NULL	0.099966193	GNF-PF-4463	chembl:CHEMBL584520	CHEMBL:CHEMBL584520	FALSE	FALSE	FALSE
KDM4A	hgnc:22978	KDM4A	DTC	5-Jun-23	NULL	0.033435405	GNF-PF-3418	chembl:CHEMBL582099	CHEMBL:CHEMBL582099	FALSE	FALSE	FALSE
AHR	hgnc:348	AHR	DTC	5-Jun-23	NULL	0.327666966	BENZOFURAN	drugbank:DB04179	BENZOFURAN	FALSE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.040958371	NSC-172614	chembl:CHEMBL1317506	CHEMBL:CHEMBL1317506	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.025172878	CHLORPROPAMIDE	rxcui:2404	CHLORPROPAMIDE	TRUE	FALSE	FALSE
CTNNB1	hgnc:2514	CTNNB1	DTC	5-Jun-23	NULL	3.574548721	EOSIN_Y	chembl:CHEMBL1092023	EOSIN_Y	FALSE	FALSE	FALSE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.043114074	SJ000032159	chembl:CHEMBL591361	CHEMBL:CHEMBL591361	FALSE	FALSE	FALSE
CSNK1G2	hgnc:2455	CSNK1G2	DTC	5-Jun-23	NULL	0.163833483	SB-220025	drugbank:DB04338	SB220025	FALSE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.002992241	PAROXETINE	rxcui:1298842	"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE"	TRUE	FALSE	FALSE
KCNH2	hgnc:6251	KCNH2	DTC	5-Jun-23	NULL	0.168034342	ZIMELIDINE DIHYDROCHLORIDE	chembl:CHEMBL1257002	ZIMELIDINE DIHYDROCHLORIDE	FALSE	FALSE	FALSE
SMN1	hgnc:11117	SMN1	DTC	5-Jun-23	NULL	0.034370661	LEFLUNOMIDE	rxcui:27169	LEFLUNOMIDE	TRUE	FALSE	FALSE
THPO	hgnc:11795	THPO	DTC	5-Jun-23	NULL	0.038298736	PERPHENAZINE	rxcui:8076	PERPHENAZINE	TRUE	FALSE	FALSE
KDM4A	hgnc:22978	KDM4A	DTC	5-Jun-23	NULL	0.019105946	DNDI1417099	chembl:CHEMBL1565444	CHEMBL:CHEMBL1565444	FALSE	FALSE	FALSE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.024412274	SJ000111093	chembl:CHEMBL585045	CHEMBL:CHEMBL585045	FALSE	FALSE	FALSE
DRD1	hgnc:3020	DRD1	DTC	5-Jun-23	NULL	0.126025756	EFAROXAN	ncit:C72923	EFAROXAN	FALSE	FALSE	FALSE
NQO2	hgnc:7856	NQO2	DTC	5-Jun-23	NULL	3.932003593	NSC-640584	chembl:CHEMBL476968	CHEMBL:CHEMBL476968	FALSE	FALSE	FALSE
KAT2A	hgnc:4201	KAT2A	DTC	5-Jun-23	NULL	0.051601097	BEXAROTENE	rxcui:233272	BEXAROTENE	TRUE	FALSE	TRUE
SMN2	hgnc:11118	SMN2	DTC	5-Jun-23	NULL	0.023039084	MYCOPHENOLIC ACID	rxcui:265323	MYCOPHENOLATE	TRUE	TRUE	FALSE
CASP3	hgnc:1504	CASP3	DTC	5-Jun-23	NULL	0.258684447	GNF-PF-4068	chembl:CHEMBL584668	CHEMBL:CHEMBL584668	FALSE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.005293964	PYRROLIDINE DITHIOCARBAMATE	chembl:CHEMBL399491	PYRROLIDINE DITHIOCARBAMATE	FALSE	FALSE	FALSE
YES1	hgnc:12841	YES1	DTC	5-Jun-23	NULL	0.283557951	GW779439X	chembl:CHEMBL468963	GW779439X	FALSE	FALSE	FALSE
MAPT	hgnc:6893	MAPT	DTC	5-Jun-23	NULL	0.019149368	NORSTICTIC ACID	chembl:CHEMBL228281	NORSTICTIC ACID	FALSE	FALSE	FALSE
MAPK9	hgnc:6886	MAPK9	DTC	5-Jun-23	NULL	0.076796945	TAK-715	drugbank:DB16108	TAK-715	FALSE	FALSE	FALSE
FEN1	hgnc:3650	FEN1	DTC	5-Jun-23	NULL	0.016548837	PYRONIN Y	chembl:CHEMBL1486690	PYRONIN Y	FALSE	FALSE	FALSE
NPC1	hgnc:7897	NPC1	DTC	5-Jun-23	NULL	0.145629763	DNDI1417263	chembl:CHEMBL1431115	CHEMBL:CHEMBL1431115	FALSE	FALSE	FALSE
TP53	hgnc:11998	TP53	DTC	5-Jun-23	NULL	0.006311402	CHLORPROMAZINE	rxcui:2403	CHLORPROMAZINE	TRUE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.122875112	GNF-PF-3438	chembl:CHEMBL582276	CHEMBL:CHEMBL582276	FALSE	FALSE	FALSE
NR3C1	hgnc:7978	NR3C1	DTC	5-Jun-23	NULL	0.076796945	STANOLONE	ncit:C72098	STANOLONE	FALSE	FALSE	FALSE
CYP2C19	hgnc:2621	CYP2C19	DTC	5-Jun-23	NULL	0.009612134	PYRROLIDINE DITHIOCARBAMATE	chembl:CHEMBL399491	PYRROLIDINE DITHIOCARBAMATE	FALSE	FALSE	FALSE
HSD17B10	hgnc:4800	HSD17B10	DTC	5-Jun-23	NULL	0.00952059	PYROGALLOL	rxcui:9022	PYROGALLOL	TRUE	FALSE	FALSE
GMNN	hgnc:17493	GMNN	DTC	5-Jun-23	NULL	0.122875112	GNF-PF-4998	chembl:CHEMBL585795	CHEMBL:CHEMBL585795	FALSE	FALSE	FALSE
BAZ2B	hgnc:963	BAZ2B	DTC	5-Jun-23	NULL	0.172456298	REMACEMIDE HYDROCHLORIDE	ncit:C152184	REMACEMIDE HYDROCHLORIDE	FALSE	FALSE	FALSE
GAA	hgnc:4065	GAA	DTC	5-Jun-23	NULL	0.409583708	ACARBOSE	rxcui:16681	ACARBOSE	TRUE	FALSE	FALSE
EHMT2	hgnc:14129	EHMT2	DTC	5-Jun-23	NULL	0.013764307	NSC-108783	chembl:CHEMBL1489812	CHEMBL:CHEMBL1489812	FALSE	FALSE	FALSE
WRN	hgnc:12791	WRN	DTC	5-Jun-23	NULL	0.099126141	EPIRUBICIN HYDROCHLORIDE	rxcui:203213	EPIRUBICIN HYDROCHLORIDE	TRUE	FALSE	FALSE
POLI	hgnc:9182	POLI	DTC	5-Jun-23	NULL	0.023075138	PINAFIDE	ncit:C76757	PINAFIDE	FALSE	FALSE	FALSE
POLI	hgnc:9182	POLI	DTC	5-Jun-23	NULL	0.027690166	ERGOCRYPTINE	iuphar.ligand:271	&ALPHA;-ERGOCRYPTINE	FALSE	FALSE	FALSE
GLP1R	hgnc:4324	GLP1R	DTC	5-Jun-23	NULL	0.030527978	PINAFIDE	ncit:C76757	PINAFIDE	FALSE	FALSE	FALSE
CYP2C9	hgnc:2623	CYP2C9	DTC	5-Jun-23	NULL	0.01977869	GNF-PF-3537	chembl:CHEMBL601110	CHEMBL:CHEMBL601110	FALSE	FALSE	FALSE
CYP2C19	hgnc:2621	CYP2C19	DTC	5-Jun-23	NULL	0.004462776	VALPROIC ACID	rxcui:11118	VALPROIC ACID	TRUE	FALSE	TRUE
POLK	hgnc:9183	POLK	DTC	5-Jun-23	NULL	0.112988609	"3,4,5-TRIHYDROXY-BENZOIC ACID PHENETHYL ESTER"	chembl:CHEMBL151146	CHEMBL:CHEMBL151146	FALSE	FALSE	FALSE
PLK1	hgnc:9077	PLK1	DTC	5-Jun-23	NULL	0.327666966	"1,3-DI(4-AMINOPHENYLCARBOXAMIDO)BENZENE"	chembl:CHEMBL421431	CHEMBL:CHEMBL421431	FALSE	FALSE	FALSE
KCNH2	hgnc:6251	KCNH2	DTC	5-Jun-23	NULL	0.168034342	SJ000217742	chembl:CHEMBL591887	CHEMBL:CHEMBL591887	FALSE	FALSE	FALSE
VDR	hgnc:12679	VDR	DTC	5-Jun-23	NULL	0.041741015	SODIUM LAURYL SULFATE	rxcui:9871	SODIUM DODECYL SULFATE	TRUE	FALSE	FALSE
KAT2A	hgnc:4201	KAT2A	DTC	5-Jun-23	NULL	0.024442625	LINOLENIC ACID	rxcui:52071	LINOLENIC ACID	TRUE	FALSE	FALSE
TAAR1	hgnc:17734	TAAR1	DTC	5-Jun-23	NULL	2.033794962	PHENACYLAMINE HYDROCHLORIDE	chembl:CHEMBL1213139	PHENACYLAMINE HYDROCHLORIDE	FALSE	FALSE	FALSE
ROCK2	hgnc:10252	ROCK2	DTC	5-Jun-23	NULL	1.00820605	Y-27632	drugbank:DB08756	Y-27632	FALSE	FALSE	FALSE
THRB	hgnc:11799	THRB	DTC	5-Jun-23	NULL	0.074469765	HOMIDIUM	ncit:C83806	HOMIDIUM	FALSE	FALSE	FALSE
CLK4	hgnc:13659	CLK4	DTC	5-Jun-23	NULL	0.17195351	LAS38096	iuphar.ligand:5617	LAS38096	FALSE	FALSE	FALSE
HPGD	hgnc:5154	HPGD	DTC	5-Jun-23	NULL	0.034817033	NORSTICTIC ACID	chembl:CHEMBL228281	NORSTICTIC ACID	FALSE	FALSE	FALSE
CYP3A4	hgnc:2637	CYP3A4	DTC	5-Jun-23	NULL	0.007421675	SULINDAC	rxcui:10237	SULINDAC	TRUE	FALSE	TRUE
IDH1	hgnc:5382	IDH1	DTC	5-Jun-23	NULL	0.048304712	AMCINAFIDE	ncit:C80807	AMCINAFIDE	FALSE	FALSE	FALSE
RELA	hgnc:9955	RELA	DTC	5-Jun-23	NULL	0.158975887	FRENTIZOLE	ncit:C167023	FRENTIZOLE	FALSE	FALSE	FALSE
ALDH1A1	hgnc:402	ALDH1A1	DTC	5-Jun-23	NULL	0.025205151	SB-222200	iuphar.ligand:2131	SB 222200	FALSE	FALSE	FALSE
NFE2L2	hgnc:7782	NFE2L2	DTC	5-Jun-23	NULL	0.005900366	MORICIZINE HYDROCHLORIDE	rxcui:221126	MORICIZINE HYDROCHLORIDE	TRUE	FALSE	FALSE
AHR	hgnc:348	AHR	DTC	5-Jun-23	NULL	0.983000898	BENZO[DEF]CHRYSENE	chembl:CHEMBL31184	BENZO[DEF]CHRYSENE	FALSE	FALSE	FALSE
ALOX15	hgnc:433	ALOX15	DTC	5-Jun-23	NULL	0.079167858	FRAXETIN	chembl:CHEMBL54909	FRAXETIN	FALSE	FALSE	FALSE
NPC1	hgnc:7897	NPC1	DTC	5-Jun-23	NULL	0.109222322	2-STYRYL-QUINOLINE	chembl:CHEMBL127579	CHEMBL:CHEMBL127579	FALSE	FALSE	FALSE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.009299914	MONTELUKAST	rxcui:115713	MONTELUKAST SODIUM	TRUE	FALSE	FALSE
GABRB2	hgnc:4082	GABRB2	DTC	5-Jun-23	NULL	0.34290729	ISONIPECOTIC ACID	iuphar.ligand:4227	ISONIPECOTIC ACID	FALSE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.020164121	NONIVAMIDE	rxcui:31945	NONIVAMIDE	TRUE	FALSE	FALSE
HPGD	hgnc:5154	HPGD	DTC	5-Jun-23	NULL	0.081239744	TRICLOFENOL	chembl:CHEMBL109095	TRICLOFENOL	FALSE	FALSE	FALSE
CYP2D6	hgnc:2625	CYP2D6	DTC	5-Jun-23	NULL	0.039059638	ENDO-ATROPINE	chembl:CHEMBL2449003	ENDO-ATROPINE	FALSE	FALSE	FALSE
RECQL	hgnc:9948	RECQL	DTC	5-Jun-23	NULL	0.026225013	CATECHIN	rxcui:1367177	CATECHIN	TRUE	FALSE	FALSE
PADI2	hgnc:18341	PADI2	DTC	5-Jun-23	NULL	9.830008983	O-F-AMIDINE	iuphar.ligand:8625	O-F-AMIDINE	FALSE	FALSE	FALSE
RUNX1	hgnc:10471	RUNX1	DTC	5-Jun-23	NULL	0.16851444	ERGOCRYPTINE	iuphar.ligand:271	&ALPHA;-ERGOCRYPTINE	FALSE	FALSE	FALSE
KDM4E	hgnc:37098	KDM4E	DTC	5-Jun-23	NULL	0.029154747	TETROQUINONE	chembl:CHEMBL1329029	TETROQUINONE	FALSE	FALSE	FALSE
AURKB	hgnc:11390	AURKB	DTC	5-Jun-23	NULL	0.01744972	PD-0166285	chembl:CHEMBL3545196	PD-0166285	FALSE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	DTC	5-Jun-23	NULL	0.00504103	PERPHENAZINE	rxcui:8076	PERPHENAZINE	TRUE	FALSE	FALSE
ALDH1A1	hgnc:402	ALDH1A1	DTC	5-Jun-23	NULL	0.021604415	DOMIPHEN BROMIDE	rxcui:49255	DOMIPHEN BROMIDE	FALSE	FALSE	FALSE
MAP4K5	hgnc:6867	MAP4K5	DTC	5-Jun-23	NULL	0.061437556	SB-220025	drugbank:DB04338	SB220025	FALSE	FALSE	FALSE
PPARD	hgnc:9235	PPARD	DTC	5-Jun-23	NULL	0.089363718	DIBUTYLDICHLOROSTANNANE	chembl:CHEMBL1088184	DIBUTYLDICHLOROSTANNANE	FALSE	FALSE	FALSE
AR	hgnc:644	AR	DTC	5-Jun-23	NULL	0.045614891	ALISOL A-23 ACETATE	chembl:CHEMBL2059711	CHEMBL:CHEMBL2059711	FALSE	FALSE	FALSE
ALK	hgnc:427	ALK	FDA	5-Jun-23	NULL	7.80888564	Alectinib	rxcui:1727455	ALECTINIB	TRUE	FALSE	TRUE
HLA-B	hgnc:4932	HLA-B	FDA	5-Jun-23	NULL	5.518601534	Abacavir	rxcui:190521	ABACAVIR	TRUE	FALSE	FALSE
CYP2C19	hgnc:2621	CYP2C19	FDA	5-Jun-23	NULL	0.124957741	Brivaracetam	rxcui:1739745	BRIVARACETAM	TRUE	FALSE	FALSE
IL2RA	hgnc:6008	IL2RA	FDA	5-Jun-23	NULL	0.945193171	Denileukin Diftitox	rxcui:214470	DENILEUKIN DIFTITOX	TRUE	FALSE	TRUE
TPMT	hgnc:12014	TPMT	FDA	5-Jun-23	NULL	0.087964286	Cisplatin	rxcui:2555	CISPLATIN	TRUE	FALSE	TRUE
BRAF	hgnc:1097	BRAF	FDA	5-Jun-23	NULL	1.251761443	Encorafenib	rxcui:2049106	ENCORAFENIB	TRUE	FALSE	TRUE
STX11	hgnc:11429	STX11	FDA	5-Jun-23	NULL	14.74501347	Emapalumab-lzsg	rxcui:2104603	EMAPALUMAB-LZSG	TRUE	FALSE	FALSE
SH2D1A	hgnc:10820	SH2D1A	FDA	5-Jun-23	NULL	14.74501347	Emapalumab-lzsg	rxcui:2104603	EMAPALUMAB-LZSG	TRUE	FALSE	FALSE
RAB27A	hgnc:9766	RAB27A	FDA	5-Jun-23	NULL	14.74501347	Emapalumab-lzsg	rxcui:2104603	EMAPALUMAB-LZSG	TRUE	FALSE	FALSE
ESR	hgnc:3467	ESR1	FDA	5-Jun-23	NULL	0.053423962	Exemestane	rxcui:258494	EXEMESTANE	TRUE	FALSE	TRUE
CYP2C9	hgnc:2623	CYP2C9	FDA	5-Jun-23	NULL	0.055380332	Flibanserin	rxcui:1665509	FLIBANSERIN	TRUE	FALSE	FALSE
PGR	hgnc:8910	PGR	FDA	5-Jun-23	NULL	0.118911399	Exemestane	rxcui:258494	EXEMESTANE	TRUE	FALSE	TRUE
ABL1	hgnc:76	ABL1	FDA	5-Jun-23	NULL	0.497721974	Inotuzumab Ozogamicin	rxcui:1942950	INOTUZUMAB OZOGAMICIN	TRUE	FALSE	FALSE
PGR	hgnc:8910	PGR	FDA	5-Jun-23	NULL	0.150203872	Letrozole	rxcui:72965	LETROZOLE	TRUE	FALSE	TRUE
CYP2D6	hgnc:2625	CYP2D6	FDA	5-Jun-23	NULL	0.007233266	Nortriptyline	rxcui:7531	NORTRIPTYLINE	TRUE	FALSE	FALSE
CYP1A2	hgnc:2596	CYP1A2	FDA	5-Jun-23	NULL	0.008065648	Rucaparib	rxcui:1862579	RUCAPARIB	TRUE	FALSE	TRUE
SLCO1B1	hgnc:10959	SLCO1B1	FDA	5-Jun-23	NULL	0.043688929	Rosuvastatin	rxcui:301542	ROSUVASTATIN	TRUE	FALSE	FALSE
RYR1	hgnc:10483	RYR1	FDA	5-Jun-23	NULL	13.78754507	Sevoflurane	rxcui:36453	SEVOFLURANE	TRUE	FALSE	FALSE
PGR	hgnc:8910	PGR	FDA	5-Jun-23	NULL	0.077974688	Tamoxifen	rxcui:10324	TAMOXIFEN	TRUE	FALSE	TRUE
ESR	hgnc:3467	ESR1	FDA	5-Jun-23	NULL	0.070064212	Tamoxifen	rxcui:10324	TAMOXIFEN	TRUE	FALSE	TRUE
IL12A	hgnc:5969	IL12A	FDA	5-Jun-23	NULL	1.248255109	Ustekinumab	rxcui:847083	USTEKINUMAB	TRUE	FALSE	FALSE
IL12B	hgnc:5970	IL12B	FDA	5-Jun-23	NULL	1.296264921	Ustekinumab	rxcui:847083	USTEKINUMAB	TRUE	FALSE	FALSE
AURKB	hgnc:11390	AURKB	MyCancerGenome	20-Jun-17	inhibitor	0.907385445	DANUSERTIB	ncit:C61587	DANUSERTIB	FALSE	FALSE	TRUE
AURKA	hgnc:11393	AURKA	MyCancerGenome	20-Jun-17	inhibitor	1.552106681	PF-03814735	drugbank:DB13059	PF-03814735	FALSE	FALSE	TRUE
BTK	hgnc:1133	BTK	MyCancerGenome	20-Jun-17	inhibitor	0.902047883	IBRUTINIB	rxcui:1442981	IBRUTINIB	TRUE	FALSE	TRUE
CDK1	hgnc:1722	CDK1	MyCancerGenome	20-Jun-17	inhibitor	0.186252802	ALVOCIDIB	ncit:C74940	ALVOCIDIB	FALSE	FALSE	TRUE
FLT3	hgnc:3765	FLT3	MyCancerGenome	20-Jun-17	inhibitor	1.810042187	QUIZARTINIB	ncit:C68936	QUIZARTINIB	FALSE	FALSE	TRUE
FGFR1	hgnc:3688	FGFR1	MyCancerGenome	20-Jun-17	inhibitor	0.121358136	ORANTINIB	ncit:C1884	ORANTINIB	FALSE	FALSE	TRUE
LYN	hgnc:6735	LYN	MyCancerGenome	20-Jun-17	inhibitor	1.105876011	BAFETINIB	ncit:C62516	BAFETINIB	FALSE	FALSE	TRUE
KIT	hgnc:6342	KIT	MyCancerGenome	20-Jun-17	inhibitor	0.242716271	AXITINIB	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE
IGF1R	hgnc:5465	IGF1R	MyCancerGenome	20-Jun-17	inhibitor	0.504103025	BMS-754807	drugbank:DB15399	BMS-754807	FALSE	FALSE	TRUE
MET	hgnc:7029	MET	MyCancerGenome	20-Jun-17	inhibitor	4.008353177	TIVANTINIB	ncit:C62437	TIVANTINIB	FALSE	FALSE	TRUE
MAP2K1	hgnc:6840	MAP2K1	MyCancerGenome	20-Jun-17	inhibitor	0.26020612	PD0325901	iuphar.ligand:7935	MIRDAMETINIB	FALSE	FALSE	TRUE
MET	hgnc:7029	MET	MyCancerGenome	20-Jun-17	inhibitor	0.858932824	BMS-777607	drugbank:DB12064	BMS-777607	FALSE	FALSE	TRUE
MTOR	hgnc:3942	MTOR	MyCancerGenome	20-Jun-17	inhibitor	0.184601108	OSI-027	drugbank:DB12387	OSI-027	FALSE	FALSE	TRUE
PIK3C2B	hgnc:8972	PIK3C2B	MyCancerGenome	20-Jun-17	inhibitor	0.083778486	BEZ235	ncit:C74072	DACTOLISIB	FALSE	FALSE	TRUE
PDGFRB	hgnc:8804	PDGFRB	MyCancerGenome	20-Jun-17	inhibitor	0.258684447	ORANTINIB	ncit:C1884	ORANTINIB	FALSE	FALSE	TRUE
PIK3R1	hgnc:8979	PIK3R1	MyCancerGenome	20-Jun-17	inhibitor	0.141100607	BEZ235	ncit:C74072	DACTOLISIB	FALSE	FALSE	TRUE
